Needs,Feelings,ResponseID,Life_Satisfaction,Plan_graduate_thisyear,Feeling_today,Degree_programm,Faculty
"For the Coronacrisis I didn't think it was great to be in very large groups, think of shopping in the city, but I feel that this has been worsened by sitting at home.","Mentally I feel good, only my hay fever makes it a bit harder to stay positive.",461,7,nee,7,bachelor jaar 2,bouwkunde (bk)
"Working from home is not possible in your bedroom, then they ask at Proctored exams that everything is completely tidy and you actually have to sit in a completely white room without anything on the walls really feels like those people don't think about real life at all. In addition, they also ask for silence while you can't do anything about it when a roommate is talking in front of your door. Point 3 unfairness in exams professors often also say that they make exams more difficult even if it is not entirely open book because some people do grab something that is not allowed. If you do not do that, you will be clear to it, for example, poor communication of teachers in an exam where you had to protest with certain questions to get points for it, the teachers then say that they have let a number of students know that if you have A certain thing has shifted something you should say to get points, but they say that nowhere at a point where everyone can read it.",,462,4,nee,6,bachelor jaar 3,technische natuurwetenschappen (tnw)
,,463,5,yes,5,bachelor 3rd year,aerospace engineering (ae)
"I am less motivated at home to get started, in contrast to the TU where you also see other students at work. I also had to catch up with a lot of work at a number of courses at the end, because you could not go to physical home lectures and I didn't go to work very well at home.",,464,7,ja,6,bachelor jaar 3,technische natuurwetenschappen (tnw)
,,465,6,nee,7,bachelor jaar 2,technische natuurwetenschappen (tnw)
,,466,8,nee,8,masters jaar 1,bouwkunde (bk)
,"Slept badly, lonely, tired, concentration problems",467,5,nee,3,bachelor jaar 3,"electrotechniek, wiskunde & informatica (ewi)"
,,468,7,nee,6,bachelor jaar 1,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
not necessarily something that the school can do about it,,469,7,nee,7,masters jaar 1,bouwkunde (bk)
The possibility of following online college is a big plus. It would be nice if this was live with an option to be able to watch on demand later. Working in groups for developing assignments in their own time is also very valuable,,470,10,nee,8,"anders, namelijk",technische natuurwetenschappen (tnw)
,,471,7,ja,7,bachelor jaar 3,"techniek, bestuur en management (tbm)"
,,472,0,ja,1,masters jaar 2 +,"techniek, bestuur en management (tbm)"
More tired and concentration problems. is often accompanied by motivation problems and well -being Sometimes this is better than other times.,,473,7,nee,6,bachelor jaar 4 +,technische natuurwetenschappen (tnw)
,,474,5,nee,7,masters jaar 1,technische natuurwetenschappen (tnw)
A Feeling of Community,,475,7,no,8,bachelor 3rd year,aerospace engineering (ae)
,,476,7,yes,7,masters 2nd year +,applied sciences (as)
The university sometimes pretends that she doesn't understand and does not see how heavy the students (can) have it in this time. This of course is not entirely from the TU but also from the government. The young people are generally very (perhaps the most) disadvantaged and we cannot keep it up for much longer.,,477,8,nee,3,bachelor jaar 1,technische natuurwetenschappen (tnw)
,,478,8,yes,7,masters 2nd year +,"mechanical, maritime, and material engineering (3me)"
"Taking exams at home was almost impossible for me. Last year during the measures I did not pass any exam, while I had achieved 42 ECTs in Q1 and Q2. This was a big damper for me, so I couldn't start a master this year",,479,7,nee,7,"anders, namelijk",civiele techniek & geowetenschappen (citg)
Lack of options to be able to sit physically somewhere with fellow students with enough space and tranquility to really work.,,480,7,ja,8,masters jaar 2 +,technische natuurwetenschappen (tnw)
I need at Least 50% Off the Fees to Make My Life Easier and Actually Be Paid Back For All The Facilities That I Had No Access To For 1 And A Half Year Now,,481,5,no,3,masters 2nd year +,architecture and the built environment (a&be)
find it difficult to contact supervisors for small questions and to ask for feedback,Relocate reasonably stressed by approaching Deadline Thesis,482,6,nee,5,masters jaar 2 +,technische natuurwetenschappen (tnw)
"Due to the loan system, quickly graduating is really a must. This causes a lot of pressure with me and students around me. Studying a year longer is not a disaster. No, but it costs me 10000 euros (home and study).","rental up, so bales",483,6,ja,6,bachelor jaar 3,industrieel ontwerpen (io)
,,484,5,no,5,masters 2nd year +,architecture and the built environment (a&be)
"Having to study alone at home has caused most problems. First of all, I am someone who studies better outdoors, in a real study such as the library. There I can focus on my work, and I am surrounded by people and friends who are also studying and motivating me to continue working. I can also ask them for help if I get stuck and we can compare results. This helped me a lot in my bachelor at the TU. Because of COVID-19 I no longer have access to a similar environment and my productivity has fallen incredibly. I also know very few people on my master because I am a 1st year Master's student, and I only see my fellow students as names on my screen during college. So I hardly have anyone with whom assignments can discuss and with whom I can work together when I get stuck. This makes it considerably much more difficult to complete all deadlines in time. Finally, many lecturers have come up with that because of online education deadlines are a good idea to keep students involved in the lectures and the material. However, now I have so many deadlines (in Q2 on average 6 a week) that it is no longer possible to keep up with all my courses in terms of time and mentally, which means that I already have a delay without my reduced productivity. Also no direct contact with lecturers is difficult, because I have to look for a thesis supervisor in the future, and that would be a lot easier if I had already spoken my lecturers face-to-face.",,485,3,nee,6,masters jaar 1,luchtvaart- en ruimtevaarttechniek (lr)
"Economical Issues, But I Hope to Start Working Soon As Delivery Until Something Else Comes and Being Able to Afford the Living Costs.",too much pressure,486,6,yes,4,masters 2nd year +,civil engineering and geosciences (ceg)
"loneliness, boring",,487,6,nee,8,bachelor jaar 1,technische natuurwetenschappen (tnw)
"Online lectures work well with many teachers, so great to continue with. Give teachers enthusiastically to speak about their profession, because with some teachers who themselves appear tired and not very enthusiastic, I find it extremely difficult to keep my attention.",The sun shines wonderfully :),488,8,nee,8,masters jaar 2 +,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
,,489,4,ja,2,bachelor jaar 4 +,"werktuigbouwkunde, maritieme techniek & technische materiaalwetenschappen (3me)"
im good,,490,9,no,8,bachelor 1st year,"electrical engineering, mathematic, and computer sciences (eemcs)"
,,491,8,no,9,masters 1st year,"technology, policy, and management (tpm)"
"that TU Delft compared to other universities is at least committed, they only say that, but they do less than can and is allowed by the government to support the students",,492,6,nee,5,masters jaar 1,technische natuurwetenschappen (tnw)
"What I (And Many People I Talk To) Really Need is a more Relaxed Study Environment. The only people this school (at Least the Ae Faculty) is Tailored to are the success-oriented overachievers and Everyone Else is just left to rot in their misery when they realize that this school dosn'tn'tn'tn'tn'tn'tn'tn'tn'tn'tn'tn'tn'tn'tn'tn't Seem about anything else but success. Just Ask People if they're Feeling depressed or anxious because of their studies or the study environment. Also, we don't need all the fancy well-Being workshops and study counseling and all this stuff that sounds great on paper. What we really need is a Lower workload, More Days Off (You Can't Expect People to Work Their Ass Off for the Entire Year and Give Them One Week of Holidays in Between) and a Vibrant Student Life With Plentiful Extracurricular Activities. and on the topic of extracurricular activities; I got an impression that all these extracurricular workshops and courses are promoted as things to make you study more effective. As in: yeah, take a pottery class to take your mind of studying so you can study better later or sports are great for you, do sports so you can study better. And for the love of God, please hire more psychologists, we desperately need some. and More Educational Staff. These Poor Souls are just as well overrayed as we are.",,493,3,no,4,masters 2nd year +,aerospace engineering (ae)
,,494,7,ja,7,masters jaar 2 +,"electrotechniek, wiskunde & informatica (ewi)"
,,495,,no,7,masters 1st year,aerospace engineering (ae)
,,496,2,nee,2,bachelor jaar 1,bouwkunde (bk)
,,497,8,nee,7,masters jaar 2 +,technische natuurwetenschappen (tnw)
,,498,7,yes,8,bachelor 4th year +,aerospace engineering (ae)
Please Consider a Reduction of Fees for International Students. It is not fair that we are paying full fees fees the pandemic.,,499,5,yes,5,masters 2nd year +,"electrical engineering, mathematic, and computer sciences (eemcs)"
,,500,3,ja,6,masters jaar 2 +,bouwkunde (bk)
,,501,5,nee,7,masters jaar 1,"techniek, bestuur en management (tbm)"
